sample_id,frame_id,view_id,split,image_path,binary_mask_path,source_image_member,indexed_mask_member,raw_labels_member,source,target_policy,width,height,total_pixels,dynamic_positive_pixels,dynamic_positive_pixel_rate,dynamic_positive_categories,static_negative_categories,context_negative_categories,unknown_categories,category_pixel_stats_json,category_indices_json
000000895_image-0,000000895,image_0,train,outputs/dynamic_mask_dataset_p217/images/000000895_image-0.png,outputs/dynamic_mask_dataset_p217/binary_masks/000000895_image-0_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000895/image_0.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000895/image_0.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000895/image_0.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,29470,0.07240075,fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone,fixed_machinery|misc_static_feature|rack_shelf,ceiling|driveable_ground|text_region|wall_fence_pillar,,"{""cart_pallet_jack"":0,""ceiling"":57382,""driveable_ground"":171690,""ego_vehicle"":0,""fixed_machinery"":1715,""fork_truck"":3543,""goods_material"":5758,""misc_dynamic_feature"":8225,""misc_non_static_feature"":1453,""misc_static_feature"":17985,""person"":9821,""pylon_cone"":670,""rack_shelf"":1558,""text_region"":454,""wall_fence_pillar"":126786}","{""cart_pallet_jack"":[],""ceiling"":[2],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[8],""fork_truck"":[44,49,54],""goods_material"":[7],""misc_dynamic_feature"":[29,30,31,33,35,38,39,47],""misc_non_static_feature"":[41,42,45,46,48,50,51,52,53],""misc_static_feature"":[5],""person"":[22,23,25,26],""pylon_cone"":[43],""rack_shelf"":[6],""text_region"":[28],""wall_fence_pillar"":[4]}"
000000895_image-1,000000895,image_1,train,outputs/dynamic_mask_dataset_p217/images/000000895_image-1.png,outputs/dynamic_mask_dataset_p217/binary_masks/000000895_image-1_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000895/image_1.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000895/image_1.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000895/image_1.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,1280,720,921600,115813,0.12566515,cart_pallet_jack|goods_material|misc_dynamic_feature|misc_non_static_feature,misc_static_feature,driveable_ground|ego_vehicle|wall_fence_pillar,,"{""cart_pallet_jack"":9687,""ceiling"":0,""driveable_ground"":393395,""ego_vehicle"":335,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":2610,""misc_dynamic_feature"":4581,""misc_non_static_feature"":98935,""misc_static_feature"":47044,""person"":0,""pylon_cone"":0,""rack_shelf"":0,""text_region"":0,""wall_fence_pillar"":364743}","{""cart_pallet_jack"":[9,10],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[3],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[11],""misc_non_static_feature"":[12,13,14,16,17,18],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[],""rack_shelf"":[],""text_region"":[],""wall_fence_pillar"":[4]}"
000000895_image-2,000000895,image_2,train,outputs/dynamic_mask_dataset_p217/images/000000895_image-2.png,outputs/dynamic_mask_dataset_p217/binary_masks/000000895_image-2_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000895/image_2.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000895/image_2.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000895/image_2.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,57567,0.14142836,goods_material|misc_dynamic_feature,misc_static_feature,driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":0,""ceiling"":0,""driveable_ground"":124219,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":9937,""misc_dynamic_feature"":47630,""misc_non_static_feature"":0,""misc_static_feature"":21518,""person"":0,""pylon_cone"":0,""rack_shelf"":0,""text_region"":0,""wall_fence_pillar"":203735}","{""cart_pallet_jack"":[],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[9],""misc_non_static_feature"":[],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[],""rack_shelf"":[],""text_region"":[],""wall_fence_pillar"":[4]}"
000000896_image-0,000000896,image_0,train,outputs/dynamic_mask_dataset_p217/images/000000896_image-0.png,outputs/dynamic_mask_dataset_p217/binary_masks/000000896_image-0_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000896/image_0.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000896/image_0.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000896/image_0.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,54308,0.13342178,cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone,fixed_machinery|misc_static_feature|rack_shelf,ceiling|driveable_ground|text_region|wall_fence_pillar,,"{""cart_pallet_jack"":641,""ceiling"":62593,""driveable_ground"":185574,""ego_vehicle"":0,""fixed_machinery"":1115,""fork_truck"":5785,""goods_material"":24092,""misc_dynamic_feature"":5210,""misc_non_static_feature"":1560,""misc_static_feature"":13209,""person"":16435,""pylon_cone"":585,""rack_shelf"":5697,""text_region"":425,""wall_fence_pillar"":84117}","{""cart_pallet_jack"":[30],""ceiling"":[2],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[8],""fork_truck"":[22,28,32],""goods_material"":[7],""misc_dynamic_feature"":[16,18,19,25,26],""misc_non_static_feature"":[14,24,27,33,34,35,36,39],""misc_static_feature"":[5],""person"":[9,10,21,31,37],""pylon_cone"":[15],""rack_shelf"":[6],""text_region"":[38],""wall_fence_pillar"":[4]}"
000000896_image-1,000000896,image_1,train,outputs/dynamic_mask_dataset_p217/images/000000896_image-1.png,outputs/dynamic_mask_dataset_p217/binary_masks/000000896_image-1_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000896/image_1.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000896/image_1.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000896/image_1.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,1280,720,921600,30563,0.03316298,cart_pallet_jack|misc_dynamic_feature|misc_non_static_feature,misc_static_feature,driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":15640,""ceiling"":0,""driveable_ground"":370754,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":0,""misc_dynamic_feature"":5964,""misc_non_static_feature"":8959,""misc_static_feature"":111793,""person"":0,""pylon_cone"":0,""rack_shelf"":0,""text_region"":0,""wall_fence_pillar"":408490}","{""cart_pallet_jack"":[9,10],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[],""misc_dynamic_feature"":[11],""misc_non_static_feature"":[12],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[],""rack_shelf"":[],""text_region"":[],""wall_fence_pillar"":[4]}"
000000896_image-2,000000896,image_2,train,outputs/dynamic_mask_dataset_p217/images/000000896_image-2.png,outputs/dynamic_mask_dataset_p217/binary_masks/000000896_image-2_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000896/image_2.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000896/image_2.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000896/image_2.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,94448,0.23203616,goods_material|misc_dynamic_feature,misc_static_feature,driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":0,""ceiling"":0,""driveable_ground"":88101,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":14320,""misc_dynamic_feature"":80128,""misc_non_static_feature"":0,""misc_static_feature"":19857,""person"":0,""pylon_cone"":0,""rack_shelf"":0,""text_region"":0,""wall_fence_pillar"":204633}","{""cart_pallet_jack"":[],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[9,10],""misc_non_static_feature"":[],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[],""rack_shelf"":[],""text_region"":[],""wall_fence_pillar"":[4]}"
000000897_image-0,000000897,image_0,train,outputs/dynamic_mask_dataset_p217/images/000000897_image-0.png,outputs/dynamic_mask_dataset_p217/binary_masks/000000897_image-0_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000897/image_0.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000897/image_0.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000897/image_0.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,48322,0.11871561,cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone,fixed_machinery|misc_static_feature|rack_shelf,ceiling|driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":604,""ceiling"":45434,""driveable_ground"":179651,""ego_vehicle"":0,""fixed_machinery"":1156,""fork_truck"":6036,""goods_material"":16105,""misc_dynamic_feature"":3685,""misc_non_static_feature"":4546,""misc_static_feature"":20020,""person"":16930,""pylon_cone"":416,""rack_shelf"":5199,""text_region"":0,""wall_fence_pillar"":107258}","{""cart_pallet_jack"":[22],""ceiling"":[2],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[8],""fork_truck"":[24,25,29],""goods_material"":[7],""misc_dynamic_feature"":[12,17,31,35,36],""misc_non_static_feature"":[18,19,20,21,26,27,40,41],""misc_static_feature"":[5],""person"":[9,10,11,30,39],""pylon_cone"":[13],""rack_shelf"":[6],""text_region"":[],""wall_fence_pillar"":[4]}"
000000897_image-1,000000897,image_1,train,outputs/dynamic_mask_dataset_p217/images/000000897_image-1.png,outputs/dynamic_mask_dataset_p217/binary_masks/000000897_image-1_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000897/image_1.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000897/image_1.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000897/image_1.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,1280,720,921600,33606,0.03646484,cart_pallet_jack|misc_dynamic_feature|misc_non_static_feature,misc_static_feature,driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":14268,""ceiling"":0,""driveable_ground"":373324,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":0,""misc_dynamic_feature"":8267,""misc_non_static_feature"":11071,""misc_static_feature"":116566,""person"":0,""pylon_cone"":0,""rack_shelf"":0,""text_region"":0,""wall_fence_pillar"":398104}","{""cart_pallet_jack"":[13,14],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[],""misc_dynamic_feature"":[9],""misc_non_static_feature"":[10,11,12],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[],""rack_shelf"":[],""text_region"":[],""wall_fence_pillar"":[4]}"
000000897_image-2,000000897,image_2,train,outputs/dynamic_mask_dataset_p217/images/000000897_image-2.png,outputs/dynamic_mask_dataset_p217/binary_masks/000000897_image-2_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000897/image_2.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000897/image_2.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000897/image_2.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,100480,0.24685535,goods_material|misc_dynamic_feature,misc_static_feature,driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":0,""ceiling"":0,""driveable_ground"":88049,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":16023,""misc_dynamic_feature"":84457,""misc_non_static_feature"":0,""misc_static_feature"":17068,""person"":0,""pylon_cone"":0,""rack_shelf"":0,""text_region"":0,""wall_fence_pillar"":201372}","{""cart_pallet_jack"":[],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[9,10],""misc_non_static_feature"":[],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[],""rack_shelf"":[],""text_region"":[],""wall_fence_pillar"":[4]}"
000000898_image-0,000000898,image_0,train,outputs/dynamic_mask_dataset_p217/images/000000898_image-0.png,outputs/dynamic_mask_dataset_p217/binary_masks/000000898_image-0_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000898/image_0.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000898/image_0.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000898/image_0.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,56310,0.13834021,fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone,misc_static_feature|rack_shelf,ceiling|driveable_ground|text_region|wall_fence_pillar,,"{""cart_pallet_jack"":0,""ceiling"":51158,""driveable_ground"":174909,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":4630,""goods_material"":16451,""misc_dynamic_feature"":4527,""misc_non_static_feature"":11659,""misc_static_feature"":16790,""person"":18645,""pylon_cone"":398,""rack_shelf"":3248,""text_region"":224,""wall_fence_pillar"":104401}","{""cart_pallet_jack"":[],""ceiling"":[2],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[24,38],""goods_material"":[7],""misc_dynamic_feature"":[9,11,12,36,44,51,62],""misc_non_static_feature"":[14,15,16,17,18,30,31,40,43,45,46,53,56,57,58,59,60,61,63],""misc_static_feature"":[5],""person"":[26,27,28,29,35],""pylon_cone"":[23,54,55],""rack_shelf"":[6],""text_region"":[34],""wall_fence_pillar"":[4]}"
000000898_image-1,000000898,image_1,train,outputs/dynamic_mask_dataset_p217/images/000000898_image-1.png,outputs/dynamic_mask_dataset_p217/binary_masks/000000898_image-1_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000898/image_1.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000898/image_1.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000898/image_1.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,1280,720,921600,175293,0.19020508,cart_pallet_jack|misc_dynamic_feature|misc_non_static_feature,misc_static_feature,driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":15680,""ceiling"":0,""driveable_ground"":338520,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":0,""misc_dynamic_feature"":15695,""misc_non_static_feature"":143918,""misc_static_feature"":29107,""person"":0,""pylon_cone"":0,""rack_shelf"":0,""text_region"":0,""wall_fence_pillar"":378598}","{""cart_pallet_jack"":[9],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[],""misc_dynamic_feature"":[10],""misc_non_static_feature"":[11,12,17,18,19],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[],""rack_shelf"":[],""text_region"":[],""wall_fence_pillar"":[4]}"
000000898_image-2,000000898,image_2,train,outputs/dynamic_mask_dataset_p217/images/000000898_image-2.png,outputs/dynamic_mask_dataset_p217/binary_masks/000000898_image-2_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000898/image_2.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000898/image_2.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000898/image_2.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,72991,0.17932144,goods_material|misc_dynamic_feature,misc_static_feature,driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":0,""ceiling"":0,""driveable_ground"":108237,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":11403,""misc_dynamic_feature"":61588,""misc_non_static_feature"":0,""misc_static_feature"":25478,""person"":0,""pylon_cone"":0,""rack_shelf"":0,""text_region"":0,""wall_fence_pillar"":200333}","{""cart_pallet_jack"":[],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[9],""misc_non_static_feature"":[],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[],""rack_shelf"":[],""text_region"":[],""wall_fence_pillar"":[4]}"
000000901_image-0,000000901,image_0,train,outputs/dynamic_mask_dataset_p217/images/000000901_image-0.png,outputs/dynamic_mask_dataset_p217/binary_masks/000000901_image-0_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000901/image_0.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000901/image_0.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000901/image_0.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,89852,0.22074489,cart_pallet_jack|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone,misc_static_feature|rack_shelf,ceiling|driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":37181,""ceiling"":5537,""driveable_ground"":114308,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":18941,""misc_dynamic_feature"":27899,""misc_non_static_feature"":2194,""misc_static_feature"":6194,""person"":1776,""pylon_cone"":1861,""rack_shelf"":2463,""text_region"":0,""wall_fence_pillar"":188686}","{""cart_pallet_jack"":[10,16],""ceiling"":[2],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[12],""misc_non_static_feature"":[15],""misc_static_feature"":[5],""person"":[13],""pylon_cone"":[18,19],""rack_shelf"":[6],""text_region"":[],""wall_fence_pillar"":[4]}"
000000901_image-1,000000901,image_1,train,outputs/dynamic_mask_dataset_p217/images/000000901_image-1.png,outputs/dynamic_mask_dataset_p217/binary_masks/000000901_image-1_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000901/image_1.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000901/image_1.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000000901/image_1.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,1280,720,921600,16947,0.01838867,misc_non_static_feature,misc_static_feature,driveable_ground|ego_vehicle|text_region|wall_fence_pillar,,"{""cart_pallet_jack"":0,""ceiling"":0,""driveable_ground"":318680,""ego_vehicle"":237,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":0,""misc_dynamic_feature"":0,""misc_non_static_feature"":16947,""misc_static_feature"":292525,""person"":0,""pylon_cone"":0,""rack_shelf"":0,""text_region"":2371,""wall_fence_pillar"":290840}","{""cart_pallet_jack"":[],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[3],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[],""misc_dynamic_feature"":[],""misc_non_static_feature"":[15,16,17],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[],""rack_shelf"":[],""text_region"":[18],""wall_fence_pillar"":[4]}"
