# timestamp tx ty tz qx qy qz qw
2.799700737 3.8233698433e-05 -2.96024190902e-05 -0.000192921681446 2.96920825349e-05 -3.68291557606e-06 8.67690614541e-05 1
2.899722815 -0.000282694090856 -0.000311205920298 -0.000531935249455 -6.74597276884e-06 4.59872608189e-05 7.55603396101e-05 1
2.999718666 -0.000285679183435 -0.000215707550524 -0.000497910601553 -1.69902719449e-07 6.47078632028e-05 6.80472730892e-05 1
3.099716425 -0.000128350395244 -8.43991729198e-05 -0.000459142116597 2.20080055442e-05 5.31352707185e-05 3.80099263566e-05 1
3.199731112 -0.000241722707869 -0.000132446177304 -0.00035453363671 -6.39702557237e-06 9.33145856834e-05 5.52099663764e-06 1
3.299734354 -0.000251480698353 -0.000111965331598 -0.000392319256207 -1.14613021651e-05 0.000111380737508 -4.58670328953e-05 1
3.399660349 -0.000222940056119 -0.000122658602777 -0.00046604507952 -2.99413786706e-05 9.7027157608e-05 -4.30359214079e-05 1
3.499609709 -0.000136247908813 -9.1014400823e-05 -0.000238367880229 -1.08910644485e-05 7.59426984587e-05 -6.79231561662e-06 1
3.599577665 -0.000128160725581 -9.44768689806e-05 -0.000305422989186 -5.24110364495e-05 7.53268468543e-05 -4.40185576736e-05 1
3.699541569 0.000432127300883 -2.68054427579e-05 -0.00054705387447 1.73757744051e-05 0.000302373227896 1.6546656525e-06 0.999999940395
3.799743891 0.00800633244216 -0.000303514738334 -0.00229183933698 0.000115656621347 0.0102630639449 0.00010267032485 0.999947369099
3.900137424 0.0146217737347 -0.000354907882866 -0.00464365724474 0.000190372986253 0.0225227680057 0.000173834007001 0.999746322632
4.000405073 0.0275707133114 -0.000699953583535 -0.00979375001043 0.000249631353654 0.0510949119925 0.000235523213632 0.99869376421
4.100458384 0.033971272409 -0.000863109715283 -0.0126791084185 0.000409173546359 0.0657979920506 0.000178722984856 0.997832894325
4.200379133 0.0472208037972 -0.00104223028757 -0.0192088857293 0.000837696657982 0.0971347242594 0.000154240027769 0.995270907879
4.300189018 0.0535276271403 -0.000959967903327 -0.0229571890086 0.0011149677448 0.11255286634 0.000253704434726 0.993645131588
4.399983644 0.0666649118066 -0.00112089375034 -0.0313713885844 0.000992579152808 0.144339442253 0.000662316102535 0.989527523518
4.499764919 0.0727455466986 -0.00159277359489 -0.0359572842717 0.00130877469201 0.159907981753 0.000463070377009 0.987130999565
4.599611998 0.0848713740706 -0.00158686446957 -0.0452011153102 0.00177520036232 0.191189274192 0.000345188367646 0.981551527977
4.699581146 0.0909665748477 -0.00159826385789 -0.050028949976 0.00167255394626 0.207174509764 0.00060282764025 0.978302419186
4.799645901 0.102444574237 -0.00159943092149 -0.0608213432133 0.00197884859517 0.238918617368 0.000780608621426 0.971037328243
4.899759769 0.108092784882 -0.00145992974285 -0.0664346590638 0.00176852941513 0.254809230566 0.000980937038548 0.966989278793
4.999845505 0.118026435375 -0.00118207582273 -0.0771796405315 0.00202662893571 0.285873264074 0.00114314444363 0.958264648914
5.099984646 0.12317045033 -0.000832366989926 -0.0832034647465 0.00197591679171 0.301132619381 0.00150012387894 0.953579068184
5.200028419 0.133658066392 -0.000674152513966 -0.0925077199936 0.0026057001669 0.330750882626 0.00155039317906 0.943713307381
5.299787760 0.139354228973 -0.000201874674531 -0.0941153615713 0.0022045741789 0.341552138329 0.00243663135916 0.939857125282
5.399420261 0.153683379292 -0.000744076794945 -0.0904107317328 0.00229191896506 0.350243866444 0.00294786831364 0.936651170254
5.499229908 0.163212299347 -0.000608701317105 -0.0873292610049 0.00269752019085 0.352688193321 0.00296107050963 0.935732364655
5.599198103 0.18796017766 -0.00101744895801 -0.0791822969913 0.0038456779439 0.356768637896 0.00339506473392 0.934178709984
5.699284792 0.203246057034 -0.00170415744651 -0.0740012824535 0.0037495943252 0.358543336391 0.00422863755375 0.933495998383
5.799450397 0.238474294543 -0.00262484280393 -0.0611100047827 0.00521161966026 0.361024528742 0.00462666107342 0.932530343533
5.899715900 0.258025437593 -0.0031255420763 -0.0534479320049 0.00602468196303 0.361715346575 0.00466059567407 0.932257533073
6.000054359 0.306536287069 -0.00417712051421 -0.0349402874708 0.00700740935281 0.362844735384 0.00508862454444 0.931809425354
6.100495338 0.332105666399 -0.00491210538894 -0.0263504609466 0.00686798710376 0.364283144474 0.00558294123039 0.931246221066
6.200984478 0.382827401161 -0.00541225867346 -0.0106340870261 0.00743737351149 0.371078163385 0.006546898745 0.928548812866
6.301307201 0.408980846405 -0.00557180633768 -0.00221426039934 0.00781985558569 0.3741928339 0.00724296085536 0.92728972435
